,100,500,1000,5000,10000
bubble_sort,0.0006405049999997914,0.015131316000001505,0.07132422399999427,1.8565596449999902,7.5916335209999914
selection_sort,0.0005236550000020657,0.012460320999998942,0.0580085340000025,1.3299617240000003,5.542844556000006
insertion_sort,1.8697999998096293e-05,8.013800000128413e-05,0.0001930549999968889,0.0013624049999947374,0.0018830749999949603
cocktail_sort,0.0006663410000058434,0.01636810800000177,0.07518234599999829,1.9102587990000046,7.749114462999998
merge_sort,0.00047427600000560233,0.002894464000000596,0.006591739999997515,0.03930601899999431,0.08480464299999824
quick_sort,0.0002546859999981166,0.001438737000000856,0.003061221000002945,0.017516558000011173,0.035832088999995904
shell_sort,2.9066999999827203e-05,0.000231581999997843,0.00027788600000633323,0.001827998999999636,0.004093699999998535
heap_sort,0.0004760580000038317,0.003574775000004138,0.007574810999997794,0.0515237500000012,0.10486763199999416
