,100,500,1000,5000,10000
bubble_sort,0.0017478750000066157,0.05090649199999575,0.2225690880000002,5.686939574999997,29.163015260999998
selection_sort,0.0006966629999993756,0.016793600999989167,0.06950839499999972,1.730782638000008,7.337336654000012
insertion_sort,0.002240182000008417,0.05610888700000771,0.23411080500000025,6.2634150559999995,27.216125152000018
cocktail_sort,0.0017618219999917528,0.05295083599999373,0.22267182000000219,5.762191484000013,25.256408077999993
merge_sort,0.0005807879999935039,0.004513725000009572,0.008362593000001084,0.047979292000007945,0.1092905400000177
quick_sort,0.00030362700000807763,0.001918801999991615,0.0037718680000011773,0.02085840699999153,0.045862024999991036
shell_sort,0.0016063789999947176,0.040812122999994926,0.15327447199999256,3.817703303000002,16.539483347000015
heap_sort,0.0004962710000029347,0.0049145349999975,0.007978431000012165,0.060934416999998575,0.12739666200002375
