,100,500,1000,5000,10000
bubble_sort,0.0012724670000001659,0.033405723,0.17063965399999992,3.955078038,16.094226244999998
selection_sort,0.0006065930000000996,0.01564275000000004,0.06299135400000022,1.6039313699999997,6.412484393
insertion_sort,0.0010161220000002302,0.028020605000000032,0.11626060199999966,3.176902323,12.670616869
cocktail_sort,0.0012916099999999986,0.035358866999999794,0.15409168399999995,3.962538533,15.904327975000001
merge_sort,0.0006298669999997841,0.0037456879999999693,0.008194690000000282,0.051024453000000136,0.10983910000000208
quick_sort,0.00033151499999961587,0.0018814900000001522,0.0038275509999996515,0.022706832000000787,0.04566521899999998
shell_sort,0.0008667919999996165,0.020709281999999885,0.08765853700000026,2.2080880769999993,8.700770810999998
heap_sort,0.0005491820000003145,0.003815593000000117,0.00993885799999994,0.055139449999998646,0.12147236700000974
